OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
80,481130000000.0,481130000000.0,48,113,12400,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,86.4111171,0.0,86.4111171,86.4111171,1682,555.0,555.0,0.793,62,0.111711712,268,0.482882883,225,0.405405405,413,72,138,203,0.17433414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.422784691,19.46508802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.422784691,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367879441,0.0,1.0,0.0,0.0,22.8827172,0.0,3.082141882,19.80057532,108.6526863,0.0,0.0,22.21936325,74.06454418,37.03227209,952.2,0.0,0.0,3.0,22.21936325,0.001783591,307207,245506,85018,38291,0.000281944,0.556806771,0.000289152,0.680181303,0.000329789,0.116004082,0.00034037,0.098552,1,1,15,13,9.666666667,2984.513274,349704.7109
81,481130000000.0,481130000000.0,48,113,12400,4,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,182.6214789,0.0,182.6214789,182.6214789,1183,598.0,464.0,0.633,15,0.032327586,79,0.170258621,370,0.797413793,581,118,147,316,0.203098107,60,11,0,2,47,0,11,0,2,19,0,28,0,0,18,16,26,0.3,3.274532676,6.477879859,0.328548429,0.060233879,0.0,0.010951614,0.257362936,0.0,0.060233879,0.0,0.010951614,0.104040336,0.0,0.1533226,0.0,0.0,3.603081105,0,0.129310345,0.560412963,0.38254136,0.825359395,0.550239596,0.307529625,0.373295844,0.412745115,0.135733211,0.096540628,0.187207488,9.683333333,0.000169386,21.61643224,0.624318796,3.221546272,17.77056717,107.5045505,0.0,3.504516576,14.01806631,94.62194756,28.03613261,449.28,0.0,0.0,7.33,25.6881065,0.006196112,306130,240023,225408,94916,0.000280956,0.55485473,0.000282695,0.664990497,0.000874368,0.307561319,0.000843711,0.244291391,5,10,15,16,12.83333333,3890.73543,739057.5753
82,481130000000.0,481130000000.0,48,113,12400,5,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,115.6282211,0.0,115.6282211,115.33736,503,262.0,224.0,0.744,0,0.0,86,0.383928571,138,0.616071429,310,61,69,180,0.196774194,71,3,2,10,56,0,3,2,10,56,0,0,0,0,49,13,9,0.690140845,2.271596992,4.361119415,0.615585444,0.026010653,0.017340435,0.086702175,0.485532181,0.0,0.026010653,0.017340435,0.086702175,0.485532181,0.0,0.0,0.0,0.0,2.887182436,0,0.316964286,0.503140855,0.433381943,0.503140855,0.335427237,0.447195473,0.437069308,0.470340564,0.706154501,0.24738676,0.372703412,4.366197183,0.034520664,18.7279812,0.0,1.502575407,17.22540579,90.44158857,0.0,0.0,0.0,110.6996188,16.60494282,561.93,0.0,0.0,4.33,23.96646747,0.00860835,308173,241207,103225,55805,0.000282831,0.558557628,0.000284089,0.668270803,0.000400414,0.140846896,0.000496052,0.143628904,9,4,13,15,11.5,3178.711531,467941.6702
83,481130000000.0,481130000000.0,48,113,12400,6,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,107.9043693,0.0,107.9043693,107.9043693,1027,394.0,394.0,0.58,29,0.073604061,131,0.33248731,234,0.593908629,454,98,136,220,0.215859031,58,19,5,3,19,12,19,5,3,13,12,0,6,0,27,22,9,0.465517241,3.651381335,9.51768688,0.537512988,0.176081841,0.046337327,0.027802396,0.176081841,0.111209584,0.176081841,0.046337327,0.027802396,0.120477049,0.111209584,0.0,0.055604792,0.0,4.188894323,0,0.147208122,0.883314459,0.883314459,0.907454674,0.781912101,0.31566774,0.490594898,0.541721813,0.164146687,0.106912442,0.2265625,7.827586207,0.00108347,18.50626136,0.0,3.719397842,14.78686352,55.37347597,0.0,5.931177803,17.79353341,41.51824462,5.931177803,343.33,0.0,0.0,6.0,35.58706682,0.005842259,299801,241722,222971,91680,0.000275147,0.543383539,0.000284696,0.669697625,0.000864915,0.304236118,0.000814946,0.235962691,5,18,10,17,12.83333333,2750.931,436683.2857
84,481130000000.0,481130000000.0,48,113,12500,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,149.8468762,0.0,149.8468762,149.8468762,1666,648.0,542.0,0.611,13,0.02398524,262,0.483394834,267,0.492619926,742,182,319,241,0.245283019,101,29,7,0,1,64,29,7,0,1,64,0,0,0,49,42,10,0.485148515,4.324414472,11.11801622,0.674021391,0.193530895,0.046714354,0.0,0.006673479,0.427102664,0.193530895,0.046714354,0.0,0.006673479,0.427102664,0.0,0.0,0.0,4.998435863,0,0.186346863,0.633398151,0.545579471,0.633398151,0.422265434,0.355847521,0.481946718,0.536542969,0.480882423,0.114318053,0.239620403,7.346534653,0.001752811,29.61802422,0.0,11.07183164,18.54619258,150.9594366,0.0,25.62615983,29.89718647,123.8597725,21.35513319,454.64,0.0,0.0,3.0,12.81307992,0.00180072,311111,252572,56594,31346,0.000285527,0.563882696,0.000297475,0.699757856,0.000219531,0.07722053,0.000278635,0.080677209,6,6,18,16,13.33333333,3579.263199,606420.9918
85,481130000000.0,481130000000.0,48,113,12500,4,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,112.4710244,0.0,112.4710244,112.4710244,1466,428.0,428.0,0.585,0,0.0,107,0.25,321,0.75,640,131,286,223,0.2046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.805424573,13.03446828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805424573,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367879441,0.0,1.0,0.0,0.0,18.22535573,0.0,1.516219913,16.70913582,49.32399282,0.0,5.690354502,11.380709,17.0710635,22.76141801,626.3,0.0,0.0,1.67,9.502892018,0.001139154,288293,233976,58323,22997,0.000264585,0.522525511,0.000275573,0.648237113,0.000226238,0.07957969,0.000204421,0.059188853,1,1,9,14,8.0,3398.895302,455165.148
86,481130000000.0,481130000000.0,48,113,13714,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,91.2597133,0.0,91.2597133,91.2597133,2077,456.0,456.0,0.506,0,0.0,176,0.385964912,280,0.614035088,794,157,395,242,0.197732997,63,0,0,0,45,18,0,0,0,36,18,0,9,0,27,29,7,0.428571429,4.996728387,22.75922118,0.690337474,0.0,0.0,0.0,0.493098196,0.197239278,0.0,0.0,0.0,0.394478557,0.197239278,0.0,0.098619639,0.0,5.687065861,0,0.138157895,0.863120569,0.371725796,0.86991553,0.459594498,0.402600898,0.45159344,0.502751187,0.269123083,0.058878505,0.147024504,12.6031746,9.13704e-06,19.75401261,0.0,2.086280685,17.66773193,72.49288608,0.0,14.02590424,0.0,63.11656909,21.03885636,645.08,0.0,0.0,1.67,11.71163004,0.000804044,399952,268724,196708,74343,0.000367062,0.724905298,0.000316498,0.744507428,0.000763039,0.268401175,0.000660837,0.191341343,7,7,12,14,11.0,3102.560138,369323.15
87,481130000000.0,481130000000.0,48,113,13717,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,173.6685517,0.0,173.6685517,104.09327,2084,587.0,564.0,0.529,24,0.042553191,227,0.40248227,313,0.554964539,836,192,350,294,0.229665072,10,0,8,1,1,0,0,8,1,1,0,0,0,0,0,3,7,0.0,5.639173407,20.02050661,0.09606769,0.0,0.076854152,0.009606769,0.009606769,0.0,0.0,0.076854152,0.009606769,0.009606769,0.0,0.0,0.0,0.0,5.735241097,0,0.017730496,0.581671866,0.397052819,0.581671866,0.307309365,0.07138468,0.033064643,0.035025502,0.0,0.009551098,0.023640662,83.6,0.0,15.16307847,0.0,1.03295502,14.13012345,95.85523595,0.0,0.0,0.0,121.6109641,14.74072292,898.55,0.047380354,0.186851078,11.0,40.53698802,0.005278311,430544,297142,41095,10224,0.000395138,0.780352709,0.000349968,0.823240299,0.000159409,0.056072688,9.08814e-05,0.026314164,1,4,14,13,9.833333333,3619.632232,702830.2864
88,484391000000.0,484391000000.0,48,439,100400,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,99.096984,0.0,99.096984,99.096984,821,249.0,202.0,0.438,23,0.113861386,50,0.247524752,129,0.638613861,461,109,201,151,0.236442516,139,88,26,1,24,0,88,26,1,14,0,0,10,0,38,75,26,0.273381295,2.512689993,8.284813189,1.402666301,0.888018953,0.262369236,0.010091124,0.242186987,0.0,0.888018953,0.262369236,0.010091124,0.141275743,0.0,0.0,0.100911245,0.0,3.915356294,0,0.688118812,0.679324798,0.585138532,0.658002964,0.509278523,0.658528314,0.602544883,0.668871292,0.822894286,0.289583333,0.463333333,3.316546763,0.098613534,26.46260386,0.0,4.824725959,21.6378779,129.1793098,0.0,12.91663932,12.91663932,25.83327864,90.41647524,333.94,0.0,0.0,3.33,21.50620447,0.004056029,203476,173046,39536,20301,0.000186743,0.368796332,0.00020381,0.479428828,0.000153362,0.053945487,0.000180456,0.052249985,15,8,16,17,14.83333333,2593.409075,401041.4206
89,484391000000.0,484391000000.0,48,439,114006,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,257.7023197,0.0,257.7023197,257.2270323,2482,1087.0,1022.0,0.617,100,0.097847358,284,0.277886497,638,0.624266145,1418,278,435,705,0.196050776,29,0,0,14,15,0,0,0,14,15,0,0,0,0,14,7,8,0.482758621,4.225838903,9.649063621,0.112740872,0.0,0.0,0.054426628,0.058314244,0.0,0.0,0.0,0.054426628,0.058314244,0.0,0.0,0.0,0.0,4.338579775,0,0.028375734,0.999142104,0.430307082,0.999142104,0.333047368,0.132332018,0.102382279,0.103795687,3.39602e-10,0.023098367,0.04008293,48.89655172,0.0,23.88063861,0.0,1.735145689,22.14549292,131.671923,0.0,4.9669712,4.9669712,136.591708,32.2853128,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,180081,160064,-99999,-99999,0.000165272,0.326393345,0.00018852,0.44346183,-99999.0,-99999.0,-99999.0,-99999.0,2,4,17,1,7.0,4158.568419,1042907.519
90,481130000000.0,481130000000.0,48,113,18124,4,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,690.9425026,115.6914787,575.2510239,426.804408,1009,363.0,363.0,0.712,22,0.060606061,0,0.0,341,0.939393939,763,158,195,410,0.207077326,42,1,2,2,37,0,1,2,2,19,0,18,0,0,24,12,6,0.571428571,0.85050668,2.364080551,0.098405732,0.002342994,0.004685987,0.004685987,0.086690764,0.0,0.002342994,0.004685987,0.004685987,0.044516879,0.0,0.042173885,0.0,0.0,0.948912411,0,0.115702479,0.353899491,0.304832429,0.684038029,0.529429039,0.238607162,0.318323452,0.350731995,0.091926269,0.079923882,0.104347826,18.16666667,3.50438e-08,8.794931079,0.803685848,1.697525131,6.2937201,26.34091791,1.112557776,2.225115553,2.225115553,28.92650219,3.337673329,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,187736,172020,-99999,-99999,0.000172298,0.340267885,0.000202602,0.476586266,-99999.0,-99999.0,-99999.0,-99999.0,4,9,7,1,4.833333333,8097.229926,2796208.475
91,481130000000.0,481130000000.0,48,113,13718,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,123.7899341,0.0,123.7899341,123.78993,1823,482.0,482.0,0.551,6,0.012448133,170,0.352697095,306,0.634854772,580,146,260,174,0.251724138,151,0,15,11,125,0,0,15,11,97,0,0,28,0,16,34,101,0.105960265,3.89369313,14.72656136,1.219808429,0.0,0.121173023,0.088860217,1.009775189,0.0,0.0,0.121173023,0.088860217,0.783585547,0.0,0.0,0.226189642,0.0,5.113501559,0,0.313278008,0.524879125,0.358285742,0.733591144,0.489060762,0.495532581,0.403844873,0.440231743,0.708218557,0.152988855,0.413132695,3.841059603,0.058363791,14.71659733,0.0,3.00473229,11.71186504,39.64393418,0.0,5.170048798,10.3400976,15.51014639,15.51014639,403.68,0.0,0.0,3.33,17.2162625,0.001826659,405641,280987,137627,50701,0.000372283,0.735216501,0.000330941,0.778482415,0.000533861,0.18778722,0.000450683,0.130492413,10,8,8,16,11.0,3038.011454,500971.9623
92,481130000000.0,481130000000.0,48,113,15403,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,92.9624794,0.0,92.9624794,92.9624794,1782,624.0,533.0,0.522,43,0.080675422,245,0.459662289,245,0.459662289,778,178,322,278,0.228791774,24,6,3,11,4,0,6,3,11,4,0,0,0,0,1,9,14,0.041666667,6.712385513,19.16902401,0.258168674,0.064542168,0.032271084,0.118327309,0.043028112,0.0,0.064542168,0.032271084,0.118327309,0.043028112,0.0,0.0,0.0,0.0,6.970554187,0,0.045028143,0.910847702,0.784561507,0.910847702,0.607231801,0.144177035,0.131952004,0.132635056,3.64988e-09,0.026578073,0.059850374,32.41666667,2.3e-14,24.18013681,0.0,1.62127809,22.55885872,105.5944297,0.0,0.0,6.884497962,96.38297147,34.42248981,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,343767,260707,-99999,-99999,0.000315497,0.623071067,0.000307056,0.722296103,-99999.0,-99999.0,-99999.0,-99999.0,2,12,15,1,7.666666667,2657.575351,376213.2502
93,481130000000.0,481130000000.0,48,113,15500,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,244.0799438,0.0,244.0799438,244.0799438,1117,317.0,287.0,0.587,0,0.0,39,0.135888502,248,0.864111498,567,142,211,214,0.250440917,604,40,9,69,431,55,40,9,69,315,55,50,66,0,329,164,111,0.544701987,1.298754806,4.576369458,2.474599062,0.163880733,0.036873165,0.282694264,1.765814894,0.225336007,0.163880733,0.036873165,0.282694264,1.290560769,0.225336007,0.204850916,0.270403209,0.0,3.773353868,0,2.104529617,0.589835471,0.589835471,0.768884828,0.719510869,0.709901702,0.5547794,0.596070588,0.444076518,0.70191749,0.968403074,0.938741722,0.940580277,23.90246237,2.347826493,8.684854209,12.86978167,109.2809167,0.0,23.59882549,31.46510066,57.68601787,23.59882549,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,356406,270231,-99999,-99999,0.000327097,0.645979011,0.000318273,0.748682614,-99999.0,-99999.0,-99999.0,-99999.0,16,16,15,1,10.66666667,5618.815473,987777.6477
94,481130000000.0,481130000000.0,48,113,15500,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,220.5453985,0.0,220.5453985,220.5453985,1675,537.0,513.0,0.605,15,0.029239766,153,0.298245614,345,0.67251462,702,185,248,269,0.263532764,333,1,63,91,104,74,1,63,91,17,74,78,9,0,84,104,145,0.252252252,2.434872836,7.594808195,1.509893211,0.004534214,0.285655472,0.41261346,0.47155824,0.335531825,0.004534214,0.285655472,0.41261346,0.077081635,0.335531825,0.35366868,0.040807925,0.0,3.944766048,0,0.649122807,0.860331092,0.860331092,0.827703487,0.774552486,0.678305421,0.666312626,0.704681702,0.843643722,0.331673307,0.643478261,2.108108108,0.330183041,20.27197516,0.0,2.561128196,17.71084696,135.4576437,0.0,11.60758745,23.2151749,95.76259647,40.62655608,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,350291,264170,-99999,-99999,0.000321485,0.634895692,0.000311135,0.731890442,-99999.0,-99999.0,-99999.0,-99999.0,16,18,17,1,11.66666667,4465.021669,892537.0141
95,484391000000.0,484391000000.0,48,439,113408,4,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,304.4516629,0.0,304.4516629,297.37796,1182,496.0,446.0,0.629,0,0.0,189,0.423766816,257,0.576233184,627,138,217,272,0.220095694,650,87,5,273,285,0,87,5,273,285,0,0,0,0,151,231,268,0.232307692,1.667911099,3.974739755,2.185770593,0.292556987,0.01681362,0.918023649,0.958376337,0.0,0.292556987,0.01681362,0.918023649,0.958376337,0.0,0.0,0.0,0.0,3.853681692,0,1.457399103,0.744769812,0.641509798,0.744769812,0.496513208,0.800307945,0.594620404,0.590348889,0.56766457,0.709606987,0.981989037,0.964615385,0.965234101,13.84934329,3.345322651,0.353505849,10.15051478,37.85113174,6.306419816,0.0,0.0,37.8385189,12.61283963,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,294680,242721,-99999,-99999,0.000270447,0.534101825,0.000285872,0.672465382,-99999.0,-99999.0,-99999.0,-99999.0,19,8,8,1,7.5,5485.076594,1232097.754
96,484391000000.0,484391000000.0,48,439,110302,5,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,108.2288116,0.0,108.2288116,107.9782048,793,283.0,283.0,0.565,0,0.0,144,0.508833922,139,0.491166078,359,75,152,132,0.208913649,45,5,3,31,6,0,5,3,31,1,0,0,5,0,8,18,19,0.177777778,2.620899288,7.344074683,0.41675077,0.046305641,0.027783385,0.287094975,0.055566769,0.0,0.046305641,0.027783385,0.287094975,0.009261128,0.0,0.0,0.046305641,0.0,3.037650058,0,0.159010601,0.68532223,0.590304439,0.627631028,0.485771372,0.329420805,0.252599186,0.229751883,0.000562967,0.107398568,0.222772277,7.977777778,0.000932373,19.28899063,0.0,3.718791641,15.57019899,106.4707247,0.0,23.65359059,17.74019295,65.04737413,29.56698824,1133.25,0.0,0.0,-99999.0,-99999.0,-99999.0,267430,219160,39087,13841,0.000245438,0.484711725,0.000258123,0.607188967,0.00015162,0.053332842,0.000123033,0.035623469,6,8,15,13,11.66666667,2993.821771,437996.3217
97,484391000000.0,484391000000.0,48,439,105800,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,98.9961672,0.0,98.9961672,98.9961672,1048,303.0,303.0,0.507,0,0.0,126,0.415841584,177,0.584158416,344,87,139,118,0.252906977,141,37,0,0,7,97,37,0,0,7,97,0,0,0,76,53,12,0.539007092,3.060724557,10.58626843,1.424297566,0.373751844,0.0,0.0,0.070709808,0.979835914,0.373751844,0.0,0.0,0.070709808,0.979835914,0.0,0.0,0.0,4.485022123,0,0.465346535,0.689476169,0.470640704,0.689476169,0.364264624,0.624376265,0.577417458,0.642828897,0.69817542,0.237174096,0.581443299,2.439716312,0.236994982,21.88323315,2.889222416,5.675322156,13.31868857,77.61108553,6.464896754,38.78938052,12.92979351,58.18407079,0.0,309.8,0.0,0.0,2.67,17.26127433,0.00254771,195185,187965,33962,18229,0.000179134,0.353769054,0.000221382,0.520762339,0.00013174,0.046339959,0.000162038,0.046917145,14,5,12,18,13.16666667,2562.18605,400633.6084
98,484391000000.0,484391000000.0,48,439,104400,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,72.7815753,0.0,72.7815753,72.78158,461,168.0,168.0,0.633,42,0.25,38,0.226190476,88,0.523809524,226,45,83,98,0.199115044,143,34,57,29,0,23,34,57,29,0,23,0,0,0,34,76,33,0.237762238,2.308276352,6.334020229,1.964782848,0.467151167,0.783165191,0.398452466,0.0,0.316014024,0.467151167,0.783165191,0.398452466,0.0,0.316014024,0.0,0.0,0.0,4.2730592,0,0.851190476,0.956257902,0.823675724,0.956257902,0.637505268,0.807398817,0.682803761,0.722207581,0.941745373,0.473509934,0.775067751,1.58041958,0.559663493,17.07409505,0.0,0.465844916,16.60825013,70.35626776,0.0,0.0,8.793434291,26.38030287,43.96717146,347.35,0.0,0.0,6.0,52.76060575,0.013015184,220753,194437,119278,46357,0.000202599,0.400110561,0.000229004,0.538693197,0.000462685,0.162750652,0.000412069,0.119311981,19,13,11,17,14.66666667,2726.671685,294542.769
99,481130000000.0,481130000000.0,48,113,15600,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,408.671277,0.0,408.671277,408.671277,1715,475.0,442.0,0.603,22,0.049773756,44,0.099547511,376,0.850678733,738,159,352,227,0.215447154,110,0,4,3,69,34,0,4,3,64,34,0,5,0,35,55,20,0.318181818,1.162303364,4.196526882,0.26916499,0.0,0.009787818,0.007340863,0.168839857,0.083196451,0.0,0.009787818,0.007340863,0.156605085,0.083196451,0.0,0.012234772,0.0,1.431468353,0,0.248868778,0.63060344,0.543172238,0.644492998,0.498822133,0.418533162,0.549097933,0.608103476,0.709308274,0.120547945,0.259433962,6.709090909,0.003315685,20.77908877,11.08931278,2.584246929,7.105529061,41.25134539,9.396305089,6.264203393,0.0,29.75496612,17.22655933,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,365101,268423,-99999,-99999,0.000335077,0.661738532,0.000316144,0.743673499,-99999.0,-99999.0,-99999.0,-99999.0,8,8,9,1,6.0,7992.479149,1653869.964
100,481130000000.0,481130000000.0,48,113,15600,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,151.1211709,0.0,151.1211709,151.1211709,1967,456.0,456.0,0.629,22,0.048245614,101,0.221491228,333,0.730263158,587,144,252,191,0.245315162,272,79,0,161,9,23,79,0,161,8,23,0,1,0,43,99,130,0.158088235,3.017446181,13.01604526,1.799880178,0.522759316,0.0,1.065370253,0.059554859,0.15219575,0.522759316,0.0,1.065370253,0.052937652,0.15219575,0.0,0.006617207,0.0,4.817326359,0,0.596491228,0.714967548,0.615839526,0.623011122,0.482195676,0.640707757,0.627708529,0.621240872,0.602172374,0.24296561,0.633294529,2.158088235,0.314086066,19.87926831,0.0,3.765260387,16.11400793,112.973185,0.0,50.82014621,8.470024368,67.76019494,25.4100731,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,336056,250809,-99999,-99999,0.000308421,0.609095028,0.000295398,0.694873415,-99999.0,-99999.0,-99999.0,-99999.0,14,8,15,1,9.0,3424.269032,611579.6509
